id,lat,lon,name,type
271105745,31.4767342,74.3714984,DHA Medical Center Phase III,hospital
271284373,31.4855923,74.3946903,Unknown,clinic
526681507,31.502479,74.3116217,PU Health Center,hospital
563684371,31.5086817,74.340491,متحده مسیحي روغتون.,hospital
674141730,31.4967802,74.263181,Social Security Hospital,hospital
1357553198,31.469851,74.2992722,Saadan Hospital,hospital
1357561220,31.4678948,74.3055729,Dr Muhammad Arsalan Butt - Iqra Medical Complex Johar Town,hospital
1366525560,31.5406655,74.3725825,Combined Military Hospital,hospital
2405855921,31.5324402,74.437641,Zarrar Shaheed Trust hospital,hospital
2431251332,31.5624324,74.4330102,Zahid Health Home,hospital
2448144940,31.5408282,74.3138838,حمزه روغتون,hospital
3199397501,31.4445291,74.2127518,Akhtar Saeed Trust Teaching Hospital,hospital
3228646369,31.500104,74.3949245,Fauji Foundation Hospital,hospital
3237660889,31.4756654,74.3375093,Ittefaq Hospital,hospital
3356330684,31.5064399,74.3150274,Naseer Hospital,hospital
3940035722,31.5926873,74.4997202,"Basical Health Unit, Dograi Kalan, Lahore",hospital
4107300389,31.540731,74.3300801,Advanced Medical Centre,clinic
4122590191,31.5552453,74.321904,سرجیکل یونٹ 1 HO کمرہ,hospital
4151573895,31.5124792,74.3284708,Hameed Latif ,hospital
4238874490,31.5258769,74.3204335,ادریس پولی کلینیک,clinic
4238889189,31.5394654,74.3197705,Naz Hospital,hospital
4252687315,31.46872,74.2836342,Abdul rahman home,clinic
4295683022,31.5237787,74.31763,Nobel Hospital,hospital
4327628393,31.5664496,74.3866789,Government Dispenser,clinic
4374615492,31.484825,74.3060769,Wilcare Clinic,clinic
4377018919,31.4738862,74.2590607,Unknown,clinic
4381296603,31.5238238,74.3228094,Wapda Hospital,hospital
4387255592,31.534592,74.3284011,Alnoor Clinical Laboratory,clinic
4387273191,31.4653896,74.2357728,Farooq Hospital,hospital
4399541791,31.5003756,74.3192307,Rasheed Hospital,hospital
4402012889,31.5618552,74.2964999,Haq Hospital,hospital
4402013789,31.5616506,74.2993709,Haq Hospital,hospital
4405409100,31.5629568,74.2866201,Dr Khalil's clinic,clinic
4406321890,31.5618699,74.3021605,غني روغتون,hospital
4406333889,31.5126534,74.2997368,Farouque Hospital,hospital
4407652589,31.5534464,74.3057503,Suraya Azeem Hospital,hospital
4416293591,31.6220865,74.2816312,moon medical store,clinic
4421288390,31.6243412,74.2802945,Ali Hospital,hospital
4438658189,31.5833853,74.4036333,الشاد طبي مرکز,clinic
4469615089,31.4378972,74.2880913,ڈاکٹر شہزاد انور، ماہر ایکیوپنچر اور درد کے انتظام کے مشیر,clinic
4469615189,31.4999352,74.3190514,Dr. Nighat Tahira Consultant Acupuncturist,clinic
4490199294,31.4557535,74.3765571,Hijama Medication & Cupping Therapy,clinic
4506559191,31.4568298,74.3206252,Rahmatullah Eye Hospital,hospital
4508861251,31.553328,74.3806539,Good Hope Clinic,clinic
4552343394,31.5726833,74.3811572,ali hospital shalimar road,hospital
4588859389,31.5670516,74.3810717,Al Ehsan Eye Hospital,hospital
4648941790,31.5063667,74.3503885,Hearing Clinic,clinic
4666716091,31.536088,74.2906133,Hussain Memorial Hospital,hospital
4691717697,31.5745532,74.425967,Fazal children & Gynaecologist clinic,hospital
4728023191,31.4695222,74.2983019,لطیف روغتون، جوهر ټاون,hospital
4763503521,31.4557,74.4621886,PKLI HOSPITAL,hospital
4773446736,31.4617216,74.3099314,ڈاکٹر خواجہ احد ہسپتال,hospital
4910219465,31.6416078,74.2859132,Amna Memorial Children Hospital,clinic
4910219491,31.6303345,74.2874878,Bajwa Hospital,hospital
4910219502,31.6246632,74.2886379,Secretariat Punjab Social Security Hospital,hospital
4910585745,31.6259547,74.2962832,Govt. Maternity Hospital,hospital
4910585768,31.6176665,74.2546268,بلال کیئر ہسپتال,hospital
4910585783,31.612204,74.2617907,Saira Meraj Hospital,hospital
4912291845,31.5963249,74.3003191,Alle Fatima Hospital,hospital
4912291870,31.5875447,74.3058519,Zakariya Hospital,hospital
4912575641,31.5985625,74.3159795,ڈاکٹر رفیع کلینکs,clinic
4912575644,31.5978128,74.3105061,Dr.A.Q Khan Hospital,hospital
4912575660,31.5972442,74.3067106,Al-Sami Clinic,clinic
4916641136,31.4945741,74.3122363,Sarwat Anwer Medical Complex,clinic
4916641139,31.4868873,74.3050323,Kalim Medical Center,clinic
4916641149,31.4837301,74.2993781,ٹائمز ہسپتال,hospital
4916641155,31.4822429,74.2979608,بخاری لیبز الرجی سنٹر,hospital
4916785691,31.4771639,74.3013996,First Medical,clinic
4916785709,31.4748175,74.3016359,احسان ممتا ز ہسپتال,hospital
4916785718,31.4728234,74.3028675,Clapp Hospital,hospital
4920146640,31.4911959,74.3373602,Al-Rehman Hospital,hospital
4945573322,31.5516784,74.362567,بلوچ اسپتال,hospital
4963317421,31.561003,74.3126194,Family Hospital,hospital
4974663321,31.5181442,74.2859262,بجوا روغتون,hospital
5016859021,31.4762453,74.244126,ایل آر بی ٹی آئی ہسپتال,hospital
5016859022,31.4720389,74.2610578,Mughal eye hospital,hospital
5032063027,31.5837063,74.4026091,Naseem Bashir hospital,clinic
5082508321,31.4652826,74.2137664,Al shifa medical centre,clinic
5142485922,31.4937471,74.41767,Dr Amir Homeopathic Clinic,clinic
5163148223,31.4585742,74.2764677,Zhong Ba Hospital,hospital
5213730433,31.4361716,74.35572,Zia Hospital,hospital
5251896791,31.4841282,74.408014,"Defence Skin, Laser & Cosmetology Clinic",hospital
5251896802,31.4848539,74.4088198,Al-Khair Homeopathic Clinic & Medical Store,clinic
5251896811,31.4860574,74.4143682,Farzana Clinic,clinic
5253925861,31.517206,74.2933029,Al Shafi Hospital,hospital
5253925862,31.5350331,74.3430323,Ammar Medical Complex,hospital
5253925863,31.5018965,74.3626328,Cavalry Hospital Lahore,hospital
5253925865,31.53562,74.3279812,Fatima Memorial Hospital,hospital
5254181752,31.5117148,74.3058327,Salma Sarfraz Hospital,hospital
5254181753,31.5880271,74.3071164,Grand Trunk Road گرینڈ ٹرنک روڈ,hospital
5254181756,31.4825003,74.3422146,Ghulab Devi Chest Hospital,hospital
5254181759,31.5376013,74.3373639,مید سېټي روغتون,hospital
5254181760,31.5370847,74.3380559,Omar Hospital,hospital
5254181761,31.5365909,74.3389089,O M C Hospital,hospital
5254181762,31.5344082,74.3448097,Punjab Medical Center,hospital
5254181763,31.5334498,74.343651,Akram Complex Hospital,hospital
5254181765,31.5153125,74.3456471,Hijaz Hospital Lahore,hospital
5255279603,31.5118667,74.3275649,Hameed Latif Hospital,hospital
5255279604,31.5131929,74.3276328,Medicare Hospital,hospital
5255279607,31.5380944,74.3512745,Surgimed Hospital Lahore,hospital
5255279609,31.5421941,74.3314304,Lahore Medical Complex,hospital
5255279610,31.5424821,74.3329753,Diabetic's Institute of Pakistan,hospital
5255279611,31.5422444,74.3336647,Race View Maternity Hospital,hospital
5255279613,31.5041237,74.3295275,زینب میموریل ہسپتال,hospital
5255279614,31.5771606,74.3808563,زاہدہ ویلفیئر ہسپتال,hospital
5255279615,31.5777685,74.3813928,Arif Children Hospital,hospital
5255279616,31.5769504,74.3813123,Shehnaz Hospital,hospital
5255424738,31.4886992,74.3802433,Rasheed Hospital,hospital
5255424740,31.5391648,74.3711747,CMH Lahore,hospital
5255424742,31.4974458,74.26345,Cardiology Department,hospital
5255424743,31.4741883,74.306422,Khairun Nisa Hospital,hospital
5255424745,31.493736,74.3754105,Prime Care Hospital,hospital
5255461641,31.5371209,74.2905023,Lahore Psychiatric Hospital,hospital
5255461642,31.5585998,74.3174214,Kazi Hospital,hospital
5255461643,31.5582981,74.317223,Ramzan Ali Syed Memorial Hospital,hospital
5255461644,31.5566737,74.3164425,Bismillah Hospital,hospital
5255461648,31.5807937,74.2997071,TB Hospital,hospital
5255461649,31.5484926,74.3159814,Chinese Heart & General Hospital (CHGH),hospital
5255461650,31.4812146,74.312232,Saira Memorial Hospital,hospital
5255461651,31.4809113,74.3107957,National Medical Centre,hospital
5255465170,31.4337652,74.467683,Avicenna Hospital,hospital
5255562361,31.5467613,74.3821858,Cantonment General Hospital,hospital
5255562362,31.4693274,74.2993999,Niazi Hospital,hospital
5255562363,31.5855462,74.3378224,Hameed Latif Hospital Misri Shah Branch,hospital
5255562364,31.5854742,74.3361973,Tariq Hospital,hospital
5255562365,31.5869836,74.3370342,قومی ہسپتال اور میڈیکل سینٹر,hospital
5255578919,31.4666168,74.2942164,جمیله فریدی روغتون,hospital
5255578920,31.5228586,74.2759464,Khushnood Hospital,hospital
5255643554,31.4441762,74.277819,Liaqat Hospital,hospital
5255673574,31.5183213,74.3404069,Amanat Eye Hospital,hospital
5255673575,31.5179704,74.2925226,Al Razi Healthcare,hospital
5255673576,31.5021767,74.3448274,Bari Clinic & Hospital,hospital
5255673577,31.5014054,74.3425527,IOM Health Assessment Centre,hospital
5255673578,31.5853214,74.387459,Hina Hospital,hospital
5255745909,31.5880659,74.4027969,Madina Eye Hospital,hospital
5255745910,31.5410158,74.3024188,Samanabad Hospital,hospital
5259593880,31.5845909,74.3269866,Mian Muhammad Nawaz Sharif Hospital,hospital
5259654960,31.5821198,74.3767228,Mussarat Razzaq Hospital,hospital
5259654961,31.4082029,74.2602678,Hameeda Memorial Hospital,hospital
5259654963,31.5168576,74.2937325,Singapore Medical Centre,hospital
5259654964,31.5019344,74.3630703,Cavalry Hospital Lahore,hospital
5259654965,31.5018223,74.3631454,Chughtais Lahore Lab,clinic
5259654966,31.50182,74.3632983,Shaukat Khanum Lab,clinic
5259654967,31.5018189,74.3634646,Lahore Health Care,clinic
5259654969,31.48002,74.4229598,Geo Hospital,hospital
5259747059,31.5087782,74.3458034,Fazal Cardiac Hospital,hospital
5259747061,31.5351972,74.3348009,د پنجاب ذهني روغتیا انسټیټیوټ,hospital
5259747062,31.5229354,74.344399,Hospital Hudson Silva Lions Eye Hospital,hospital
5259747063,31.4949556,74.3928245,Ayesha Hospital,hospital
5259747064,31.5717422,74.3811123,Ali Hospital,hospital
5259747065,31.4764633,74.2441672,پرل انٹرنیشنل ہسپتال,hospital
5259747066,31.4498082,74.3076034,Chaudhry Rehmat Ali Memorial Hospital,hospital
5259747067,31.5710909,74.2981105,Muhammadi Hospital,hospital
5259747068,31.5028083,74.2682073,Gondal Hospital,hospital
5259747069,31.5024515,74.2679873,Hussain Clinic,clinic
5259747070,31.5038003,74.2653791,Al Noor Hospital,hospital
5259837117,31.5537125,74.2981412,Ishaq Haroon Hospital,hospital
5259837118,31.4467396,74.2693053,Roshaan Hospital,hospital
5259837119,31.5542357,74.357313,Defence National Hospital,hospital
5259837120,31.6155923,74.2724153,کلسوم سرجیکل ہسپتال,hospital
5259838821,31.614987,74.2695614,PrimeCare Medical Complex,hospital
5259838822,31.5619056,74.3028718,Rahim Hospital,hospital
5259838823,31.5619307,74.3006778,Haq Orthopedic Hospital,hospital
5259838825,31.5337593,74.3284349,شادمان جنرل ہسپتال,hospital
5259838826,31.5353527,74.3286172,Amina Medical Complex,hospital
5259958801,31.5607429,74.3894088,Ghaziabad Government Hospital Lahore,hospital
5259958802,31.4426592,74.2957946,Wazir Hospital,hospital
5259958804,31.5570942,74.3236314,Rasheed Hospital,hospital
5259958805,31.4556252,74.3659617,Makhdoom Memorial Hospital,hospital
5259958806,31.4941177,74.3118532,Lahore Speciality Hospital,hospital
5259958807,31.5624332,74.3444831,Mother Care Center,hospital
5259958810,31.4943625,74.2792822,ممتاز بختاور ہسپتال,hospital
5259958811,31.518104,74.3854299,PAF Hospital,hospital
5260103781,31.5513583,74.3609663,Ariba Gynae Clinic,hospital
5260103785,31.5521674,74.3624388,Rashida Hospital,hospital
5260103786,31.5525948,74.3618648,حمزہ میڈیکل کمپلیکس,hospital
5260103787,31.4620272,74.2448532,Al Shifa Hospital,hospital
5260103789,31.4248962,74.3378297,Mufaza Tul Hayat Hospital,hospital
5260103790,31.4245439,74.3572983,Noor Hospital,hospital
